"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Fulvestrant","Fold","p.value","FDR"
"9033","chr2",233160713,233161036,324,"*",3.97,4.49,3.15,1.35,0.00598,0.0102
"9034","chr10",862053,862369,317,"*",3.71,4.29,2.72,1.58,0.00598,0.0102
"9035","chr15",65570932,65571289,358,"*",3.46,4.06,2.42,1.64,0.00598,0.0102
"9036","chr14",81769666,81769930,265,"*",4.15,4.63,3.43,1.21,0.00599,0.0102
"9037","chr19",17355592,17355761,170,"*",2.74,3.43,1.38,2.05,0.006,0.0103
"9038","chr10",94663186,94663314,129,"*",2.22,2.98,0.52,2.45,0.00601,0.0103
"9039","chr9",495860,496081,222,"*",3.28,3.95,1.98,1.97,0.00603,0.0103
"9040","chr14",96207467,96207632,166,"*",2.94,3.59,1.71,1.88,0.00604,0.0103
"9041","chr16",69775811,69776230,420,"*",4.28,4.77,3.52,1.25,0.00605,0.0103
"9042","chr15",87891985,87892331,347,"*",4.2,4.73,3.35,1.38,0.00605,0.0103
"9043","chr17",13855543,13855820,278,"*",3.44,4.02,2.45,1.57,0.00605,0.0103
"9044","chr11",60926078,60926383,306,"*",3.97,4.54,3.02,1.52,0.00607,0.0104
"9045","chr6",16168420,16168791,372,"*",4.45,4.95,3.66,1.29,0.00607,0.0104
"9046","chr2",238231756,238231989,234,"*",3.09,3.73,1.92,1.81,0.00609,0.0104
"9047","chr8",86464098,86464416,319,"*",5.36,5.79,4.74,1.05,0.00609,0.0104
"9048","chr20",55838123,55838383,261,"*",5.29,6.16,2.72,3.44,0.00609,0.0104
"9049","chr2",9244121,9244270,150,"*",2.82,3.46,1.64,1.81,0.0061,0.0104
"9050","chr2",142226387,142226603,217,"*",3.38,3.95,2.4,1.55,0.0061,0.0104
"9051","chr15",63124040,63124243,204,"*",2.61,3.33,1.09,2.24,0.0061,0.0104
"9052","chr3",150086664,150086801,138,"*",2.63,3.37,1.08,2.29,0.00611,0.0104
"9053","chr7",98989896,98990045,150,"*",3.45,4.02,2.49,1.52,0.00612,0.0104
"9054","chr9",38639027,38639219,193,"*",2.58,3.29,1.14,2.16,0.00614,0.0105
"9055","chr6",113754497,113754940,444,"*",4.09,4.7,3.03,1.67,0.00614,0.0105
"9056","chr19",35659059,35659337,279,"*",3.63,4.2,2.7,1.49,0.00614,0.0105
"9057","chr1",45985075,45985210,136,"*",2.55,3.28,1,2.28,0.00614,0.0105
"9058","chr15",39888592,39888899,308,"*",3.16,3.88,1.65,2.23,0.00617,0.0105
"9059","chr17",1901443,1901693,251,"*",3.15,3.76,2.07,1.7,0.00618,0.0105
"9060","chr16",3070944,3071170,227,"*",3.61,4.14,2.76,1.38,0.00618,0.0105
"9061","chr3",12729560,12729797,238,"*",3.99,4.51,3.16,1.35,0.00619,0.0106
"9062","chr14",59778361,59778575,215,"*",3.75,4.32,2.79,1.53,0.0062,0.0106
"9063","chr5",105207803,105207925,123,"*",2.24,3.01,0.45,2.57,0.00621,0.0106
"9064","chr2",228368296,228368525,230,"*",3.33,3.95,2.22,1.73,0.00621,0.0106
"9065","chr20",51948266,51948417,152,"*",3.05,3.65,1.99,1.66,0.00622,0.0106
"9066","chr9",128274122,128274309,188,"*",2.86,3.6,1.27,2.33,0.00622,0.0106
"9067","chr3",193429773,193430372,600,"*",5.27,5.65,4.74,0.91,0.00622,0.0106
"9068","chr8",37456602,37456736,135,"*",2.58,3.27,1.21,2.06,0.00622,0.0106
"9069","chr10",61548773,61548939,167,"*",2.27,3.02,0.63,2.39,0.00622,0.0106
"9070","chr1",242137708,242137878,171,"*",2.68,3.35,1.39,1.96,0.00623,0.0106
"9071","chr7",157283221,157283475,255,"*",3.21,3.82,2.14,1.68,0.00623,0.0106
"9072","chr2",101499748,101499894,147,"*",2.96,3.61,1.75,1.86,0.00625,0.0107
"9073","chr17",60729876,60730095,220,"*",3.97,4.55,3,1.55,0.00626,0.0107
"9074","chr1",171393799,171393943,145,"*",3.07,3.75,1.72,2.03,0.00627,0.0107
"9075","chr2",239180347,239180579,233,"*",2.95,3.58,1.81,1.77,0.00627,0.0107
"9076","chr3",51364659,51364821,163,"*",2.25,3.05,0.3,2.75,0.00628,0.0107
"9077","chr8",61193941,61194209,269,"*",3.55,4.1,2.65,1.45,0.00629,0.0107
"9078","chr10",17430204,17430448,245,"*",3.09,3.76,1.83,1.93,0.00629,0.0107
"9079","chr19",16934110,16934340,231,"*",2.98,3.63,1.75,1.88,0.0063,0.0107
"9080","chr6",43235420,43235713,294,"*",4.15,4.64,3.41,1.23,0.0063,0.0107
"9081","chr13",113103458,113103692,235,"*",2.89,3.52,1.75,1.77,0.0063,0.0107
"9082","chr9",134614236,134614459,224,"*",3.62,4.15,2.77,1.38,0.00631,0.0107
"9083","chr11",34455480,34455704,225,"*",3.23,3.8,2.25,1.55,0.00633,0.0108
"9084","chrX",115415675,115415853,179,"*",2.37,3.17,0.45,2.72,0.00634,0.0108
"9085","chr3",196014206,196014740,535,"*",4.83,5.25,4.22,1.03,0.00634,0.0108
"9086","chr13",64792266,64792512,247,"*",3.92,4.5,2.94,1.57,0.00635,0.0108
"9087","chr12",52727157,52727422,266,"*",3.98,4.52,3.11,1.41,0.00635,0.0108
"9088","chr10",95205263,95205540,278,"*",3.43,3.97,2.55,1.42,0.00635,0.0108
"9089","chr15",87588967,87589215,249,"*",3.46,4.05,2.45,1.6,0.00637,0.0108
"9090","chr15",22980420,22980643,224,"*",3.22,3.85,2.09,1.76,0.00638,0.0108
"9091","chr2",26590905,26591153,249,"*",4.5,5.01,3.69,1.32,0.00638,0.0108
"9092","chr20",33503032,33503208,177,"*",2.54,3.28,0.92,2.36,0.00638,0.0108
"9093","chr15",27656091,27656396,306,"*",3.21,3.8,2.17,1.64,0.00638,0.0108
"9094","chr8",111876289,111876449,161,"*",2.2,3.01,0.14,2.87,0.00638,0.0108
"9095","chr13",33689808,33689947,140,"*",2.66,3.35,1.3,2.06,0.00638,0.0108
"9096","chr8",104222636,104222814,179,"*",3.14,3.79,1.93,1.87,0.00639,0.0108
"9097","chr11",129574368,129574556,189,"*",2.18,2.94,0.44,2.51,0.00639,0.0108
"9098","chr6",36561407,36561667,261,"*",3.47,4.03,2.56,1.47,0.00639,0.0109
"9099","chr5",76464788,76464966,179,"*",3.01,3.65,1.84,1.81,0.00639,0.0109
"9100","chr1",156458512,156458642,131,"*",2.88,3.51,1.75,1.76,0.00642,0.0109
"9101","chr14",103577791,103577994,204,"*",3.63,4.16,2.77,1.39,0.00642,0.0109
"9102","chr9",130325102,130325408,307,"*",4.19,4.74,3.27,1.47,0.00643,0.0109
"9103","chr8",42955102,42955297,196,"*",3,3.61,1.94,1.67,0.00644,0.0109
"9104","chr13",82566451,82566630,180,"*",2.36,3.11,0.69,2.42,0.00644,0.0109
"9105","chr20",23341792,23341946,155,"*",2.7,3.38,1.37,2.01,0.00645,0.0109
"9106","chr4",69051129,69051387,259,"*",4.02,4.58,3.08,1.5,0.00645,0.0109
"9107","chr10",68913075,68913331,257,"*",3.02,3.69,1.7,1.99,0.00646,0.011
"9108","chr19",54116006,54116287,282,"*",4.72,5.17,4.05,1.12,0.00646,0.011
"9109","chr13",28229664,28229825,162,"*",2.21,2.99,0.44,2.55,0.0065,0.011
"9110","chr10",88777374,88777628,255,"*",2.16,2.92,0.44,2.48,0.0065,0.011
"9111","chr7",27463827,27464173,347,"*",4.15,4.64,3.4,1.24,0.0065,0.011
"9112","chr15",39684795,39684943,149,"*",2.38,3.1,0.86,2.24,0.0065,0.011
"9113","chr7",100203196,100203435,240,"*",3.79,4.31,2.98,1.34,0.00653,0.0111
"9114","chr8",90818055,90818222,168,"*",2.7,3.4,1.32,2.07,0.00653,0.0111
"9115","chr1",100914003,100914199,197,"*",2.51,3.21,1.07,2.14,0.00655,0.0111
"9116","chr7",139471837,139471982,146,"*",2.38,3.11,0.79,2.32,0.00656,0.0111
"9117","chr2",149534045,149534235,191,"*",2.42,3.15,0.85,2.3,0.00657,0.0111
"9118","chr2",148569936,148570349,414,"*",5.21,5.66,4.56,1.11,0.00657,0.0111
"9119","chr17",10660369,10660784,416,"*",5.37,5.73,4.9,0.83,0.00658,0.0111
"9120","chr10",125852892,125853347,456,"*",4.87,5.27,4.32,0.96,0.00658,0.0111
"9121","chr1",168578499,168578668,170,"*",2.92,3.57,1.71,1.87,0.0066,0.0112
"9122","chr14",71129501,71129704,204,"*",2.84,3.54,1.4,2.14,0.0066,0.0112
"9123","chr8",99989213,99989351,139,"*",2.19,3,0.14,2.86,0.0066,0.0112
"9124","chr5",122181010,122181254,245,"*",3.63,4.16,2.77,1.39,0.00661,0.0112
"9125","chr1",182110269,182110458,190,"*",2.78,3.43,1.58,1.85,0.00664,0.0112
"9126","chr19",41450183,41450399,217,"*",3.44,3.99,2.55,1.44,0.00665,0.0113
"9127","chr21",18895359,18895572,214,"*",2.93,3.68,1.26,2.42,0.00665,0.0113
"9128","chr1",22740797,22740984,188,"*",3.12,3.76,1.96,1.8,0.00665,0.0113
"9129","chr10",134370721,134370879,159,"*",2.72,3.38,1.46,1.92,0.00666,0.0113
"9130","chr10",1016333,1016713,381,"*",5.29,5.67,4.76,0.91,0.00667,0.0113
"9131","chr3",171897727,171897924,198,"*",2.87,3.54,1.57,1.97,0.00667,0.0113
"9132","chr4",38042948,38043248,301,"*",4.18,4.75,3.24,1.51,0.00668,0.0113
"9133","chr3",128967180,128967405,226,"*",3.16,3.75,2.16,1.58,0.00669,0.0113
"9134","chr6",49521863,49522035,173,"*",2.67,3.41,1.09,2.31,0.00671,0.0113
"9135","chr7",111800500,111801104,605,"*",5.33,5.74,4.76,0.98,0.00672,0.0114
"9136","chr1",109639047,109639235,189,"*",2.85,3.55,1.4,2.15,0.00672,0.0114
"9137","chr2",169466339,169466489,151,"*",2.48,3.22,0.88,2.34,0.00672,0.0114
"9138","chr11",84698738,84699151,414,"*",4.34,4.84,3.56,1.28,0.00673,0.0114
"9139","chr3",25766439,25766646,208,"*",3.53,4.16,2.38,1.78,0.00673,0.0114
"9140","chr2",195902996,195903164,169,"*",3.08,3.75,1.77,1.98,0.00673,0.0114
"9141","chr3",46205185,46205507,323,"*",3,3.61,1.91,1.7,0.00675,0.0114
"9142","chr11",61753555,61753813,259,"*",3.32,3.97,2.11,1.86,0.00676,0.0114
"9143","chr4",138483144,138483439,296,"*",3.16,3.83,1.87,1.97,0.00676,0.0114
"9144","chr5",36667902,36668349,448,"*",4.29,4.83,3.41,1.42,0.00677,0.0114
"9145","chr1",22468095,22468256,162,"*",2.49,3.21,1,2.21,0.00677,0.0114
"9146","chr1",161002406,161002611,206,"*",3.06,3.73,1.77,1.96,0.00678,0.0115
"9147","chr9",82106298,82106527,230,"*",2.98,3.69,1.52,2.17,0.00679,0.0115
"9148","chr2",85744226,85744564,339,"*",3.92,4.52,2.86,1.66,0.0068,0.0115
"9149","chr14",26311819,26312019,201,"*",2.79,3.54,1.19,2.35,0.00681,0.0115
"9150","chrX",40007241,40007425,185,"*",2.96,3.61,1.73,1.88,0.00681,0.0115
"9151","chr12",89960447,89960736,290,"*",3.6,4.15,2.73,1.42,0.00684,0.0116
"9152","chr20",61733696,61733943,248,"*",3.74,4.28,2.87,1.4,0.00685,0.0116
"9153","chr18",10122374,10122581,208,"*",3.67,4.19,2.86,1.33,0.00686,0.0116
"9154","chr12",46886236,46886588,353,"*",4.3,4.84,3.43,1.41,0.00686,0.0116
"9155","chr20",45775461,45775666,206,"*",4.4,4.87,3.7,1.17,0.00686,0.0116
"9156","chr5",87414098,87414303,206,"*",2.75,3.47,1.23,2.24,0.00687,0.0116
"9157","chr11",37392375,37392682,308,"*",3.9,4.45,2.98,1.47,0.00689,0.0116
"9158","chr17",73840891,73841104,214,"*",3.5,4.06,2.59,1.47,0.0069,0.0116
"9159","chr22",38180908,38181107,200,"*",2.89,3.53,1.74,1.79,0.00691,0.0117
"9160","chr11",129513068,129513277,210,"*",2.97,3.59,1.88,1.71,0.00692,0.0117
"9161","chr14",51431295,51431490,196,"*",3.24,3.86,2.12,1.74,0.00692,0.0117
"9162","chr19",34288818,34289109,292,"*",3.04,3.64,1.98,1.65,0.00693,0.0117
"9163","chr9",123409311,123409508,198,"*",2.98,3.67,1.57,2.1,0.00694,0.0117
"9164","chrX",55021203,55021419,217,"*",3.18,3.79,2.12,1.66,0.00694,0.0117
"9165","chrX",103690236,103690519,284,"*",3.61,4.16,2.71,1.46,0.00694,0.0117
"9166","chr12",29151510,29151767,258,"*",3.97,4.46,3.21,1.25,0.00695,0.0117
"9167","chr2",74775964,74776249,286,"*",3.47,4.06,2.48,1.58,0.00696,0.0117
"9168","chr12",6325121,6325418,298,"*",3.13,3.75,2.04,1.7,0.00696,0.0117
"9169","chr14",94494880,94495112,233,"*",4.21,4.69,3.5,1.19,0.00698,0.0118
"9170","chr6",107230435,107230640,206,"*",3.51,4.07,2.59,1.48,0.00701,0.0118
"9171","chr8",29140430,29140782,353,"*",4.67,5.18,3.88,1.29,0.00702,0.0118
"9172","chr10",105308970,105309140,171,"*",3.16,3.82,1.88,1.94,0.00702,0.0118
"9173","chr6",154614140,154614646,507,"*",5.56,5.98,4.96,1.02,0.00703,0.0118
"9174","chr16",27633264,27633442,179,"*",3.15,3.78,2.01,1.77,0.00705,0.0119
"9175","chr6",147226576,147226795,220,"*",3.18,3.81,2.03,1.78,0.00705,0.0119
"9176","chr17",73456050,73456278,229,"*",4.28,4.78,3.51,1.27,0.00706,0.0119
"9177","chr22",30608450,30608604,155,"*",2.64,3.31,1.37,1.95,0.00707,0.0119
"9178","chr13",39464218,39464399,182,"*",2.11,2.88,0.39,2.49,0.00708,0.0119
"9179","chr6",155053062,155053256,195,"*",2.53,3.22,1.16,2.06,0.00708,0.0119
"9180","chr1",217712722,217712897,176,"*",2.58,3.31,1.06,2.25,0.0071,0.0119
"9181","chr13",27412125,27412495,371,"*",4.24,4.72,3.53,1.18,0.0071,0.0119
"9182","chr8",119012768,119012961,194,"*",2.9,3.53,1.75,1.78,0.00713,0.012
"9183","chr3",4692305,4692626,322,"*",5.16,5.59,4.55,1.03,0.00713,0.012
"9184","chr1",204462993,204463352,360,"*",4.69,5.12,4.06,1.06,0.00714,0.012
"9185","chr2",20674591,20674758,168,"*",3.21,3.79,2.24,1.55,0.00715,0.012
"9186","chr2",144776594,144776728,135,"*",2.72,3.4,1.39,2.01,0.00715,0.012
"9187","chr4",105592571,105592929,359,"*",3.66,4.23,2.68,1.56,0.00716,0.012
"9188","chr20",24015581,24015874,294,"*",3.93,4.42,3.17,1.26,0.00717,0.0121
"9189","chr2",237501484,237501683,200,"*",3.24,3.84,2.22,1.61,0.00719,0.0121
"9190","chr12",593367,593644,278,"*",3.8,4.3,3.03,1.27,0.00721,0.0121
"9191","chr2",182608668,182608845,178,"*",2.45,3.18,0.89,2.29,0.00722,0.0121
"9192","chr8",77837464,77837622,159,"*",2.52,3.23,1.06,2.18,0.00722,0.0121
"9193","chr11",38467985,38468155,171,"*",2.55,3.32,0.81,2.51,0.00722,0.0121
"9194","chr3",193852079,193852626,548,"*",4.6,5.06,3.91,1.15,0.00722,0.0121
"9195","chr3",50639066,50639362,297,"*",3.77,4.28,2.98,1.3,0.00724,0.0122
"9196","chr17",75266137,75266430,294,"*",3.46,4.05,2.46,1.59,0.00724,0.0122
"9197","chr2",63085369,63085898,530,"*",5.56,5.98,4.97,1,0.00724,0.0122
"9198","chr6",54744041,54744310,270,"*",3.53,4.14,2.44,1.7,0.00726,0.0122
"9199","chr5",178560064,178560220,157,"*",2.72,3.38,1.5,1.88,0.00726,0.0122
"9200","chr1",179301235,179301544,310,"*",4.07,4.85,2.27,2.58,0.00727,0.0122
"9201","chr4",61854934,61855107,174,"*",2.7,3.4,1.3,2.09,0.00727,0.0122
"9202","chr5",132793601,132793813,213,"*",3.11,3.76,1.92,1.84,0.00727,0.0122
"9203","chr6",45678334,45678654,321,"*",3.93,4.46,3.08,1.38,0.00728,0.0122
"9204","chr15",50066957,50067116,160,"*",2.98,3.7,1.48,2.22,0.00728,0.0122
"9205","chr11",113441829,113441960,132,"*",1.98,2.78,0.07,2.71,0.00729,0.0122
"9206","chr20",25370844,25371048,205,"*",3.17,3.78,2.09,1.7,0.0073,0.0123
"9207","chr17",4852672,4852799,128,"*",2.62,3.29,1.34,1.95,0.00732,0.0123
"9208","chr14",105285996,105286157,162,"*",2.9,3.51,1.79,1.72,0.00735,0.0123
"9209","chr14",96690836,96691016,181,"*",2.78,3.41,1.64,1.77,0.00735,0.0123
"9210","chr10",61595226,61595434,209,"*",2.97,3.61,1.79,1.81,0.00735,0.0123
"9211","chr2",142457349,142457489,141,"*",2.65,3.39,1.01,2.38,0.00736,0.0123
"9212","chr7",99620423,99620619,197,"*",3.65,4.21,2.73,1.48,0.00736,0.0123
"9213","chr18",29952618,29952840,223,"*",3.55,4.1,2.65,1.45,0.00736,0.0123
"9214","chr2",164000837,164001037,201,"*",3.18,3.76,2.18,1.59,0.00737,0.0124
"9215","chr13",106556804,106557049,246,"*",3,3.66,1.75,1.91,0.00738,0.0124
"9216","chr3",127536317,127536620,304,"*",4.9,5.33,4.28,1.05,0.00738,0.0124
"9217","chr19",58324664,58324939,276,"*",2.06,2.83,0.29,2.54,0.00739,0.0124
"9218","chr21",44753267,44753513,247,"*",3.6,4.16,2.7,1.46,0.00739,0.0124
"9219","chr3",126832380,126832677,298,"*",4.22,4.72,3.45,1.27,0.0074,0.0124
"9220","chr14",64144547,64145035,489,"*",5.66,6.03,5.16,0.87,0.0074,0.0124
"9221","chr12",1949185,1949440,256,"*",3.86,4.39,3.03,1.35,0.00741,0.0124
"9222","chr16",15355161,15355838,678,"*",2.27,2.99,0.74,2.25,0.00743,0.0124
"9223","chr3",83983720,83983840,121,"*",2.48,3.2,1,2.2,0.00744,0.0125
"9224","chr1",44296495,44296834,340,"*",5.03,5.51,4.3,1.21,0.00745,0.0125
"9225","chr8",37549011,37549214,204,"*",3.13,3.71,2.13,1.58,0.00747,0.0125
"9226","chr8",75670122,75670242,121,"*",1.75,2.59,-0.49,3.08,0.00747,0.0125
"9227","chr6",75315179,75315384,206,"*",2.4,3.16,0.7,2.46,0.00748,0.0125
"9228","chr16",27375835,27376220,386,"*",4.37,4.86,3.61,1.26,0.0075,0.0126
"9229","chr11",70079587,70079898,312,"*",3.52,4.1,2.53,1.56,0.00751,0.0126
"9230","chr6",47427976,47428145,170,"*",2.96,3.6,1.79,1.81,0.00752,0.0126
"9231","chr1",153336688,153336906,219,"*",3.1,3.68,2.1,1.58,0.00753,0.0126
"9232","chr11",47006671,47006811,141,"*",2.72,3.45,1.18,2.27,0.00754,0.0126
"9233","chr16",23091086,23091415,330,"*",4.84,5.24,4.27,0.97,0.00754,0.0126
"9234","chr6",87487536,87487887,352,"*",4.61,5.32,3.13,2.19,0.00754,0.0126
"9235","chr10",68017624,68017969,346,"*",3.94,4.44,3.16,1.28,0.00754,0.0126
"9236","chr8",21022819,21022971,153,"*",1.85,2.67,-0.25,2.91,0.00755,0.0126
"9237","chr6",73741679,73741917,239,"*",3.08,3.71,1.95,1.76,0.00755,0.0126
"9238","chr13",25691590,25691943,354,"*",3.95,4.45,3.17,1.29,0.00755,0.0126
"9239","chr18",9613598,9613923,326,"*",4.18,4.66,3.45,1.21,0.00755,0.0126
"9240","chr2",73930029,73930292,264,"*",3.91,4.41,3.13,1.28,0.00757,0.0127
"9241","chr5",49991059,49991219,161,"*",2.71,3.41,1.32,2.08,0.00758,0.0127
"9242","chr1",205544645,205544792,148,"*",2.98,3.59,1.91,1.67,0.00758,0.0127
"9243","chr10",29911425,29911696,272,"*",3.34,4.02,2.03,1.99,0.00759,0.0127
"9244","chr7",97950750,97950947,198,"*",3.03,3.66,1.89,1.77,0.0076,0.0127
"9245","chr7",110162968,110163275,308,"*",3.89,4.47,2.91,1.56,0.0076,0.0127
"9246","chr14",100045505,100045741,237,"*",3.73,4.23,2.94,1.29,0.00761,0.0127
"9247","chr11",123016001,123016156,156,"*",2.16,2.91,0.52,2.39,0.00761,0.0127
"9248","chr5",157339962,157340271,310,"*",4.81,5.22,4.23,0.98,0.00761,0.0127
"9249","chr2",122040474,122040648,175,"*",2.51,3.25,0.92,2.34,0.00761,0.0127
"9250","chr22",38329296,38329540,245,"*",3.46,4.04,2.48,1.57,0.00764,0.0128
"9251","chr6",12331620,12331976,357,"*",4.13,4.64,3.36,1.28,0.00764,0.0128
"9252","chr2",234907884,234908061,178,"*",2.42,3.16,0.8,2.36,0.00766,0.0128
"9253","chr5",137185734,137185983,250,"*",3.12,3.76,1.95,1.81,0.00769,0.0128
"9254","chr19",45221691,45222250,560,"*",5.89,6.2,5.5,0.7,0.0077,0.0129
"9255","chr17",3571732,3571939,208,"*",3.38,4,2.27,1.72,0.0077,0.0129
"9256","chrX",76308188,76308412,225,"*",3.45,3.99,2.58,1.41,0.00771,0.0129
"9257","chr19",13954475,13954774,300,"*",3.86,4.39,3.01,1.38,0.00771,0.0129
"9258","chr18",20679712,20679942,231,"*",3.53,4.07,2.66,1.4,0.00771,0.0129
"9259","chr10",88515437,88515660,224,"*",3.44,3.98,2.55,1.43,0.00771,0.0129
"9260","chr17",4128497,4128662,166,"*",1.7,2.53,-0.49,3.02,0.00772,0.0129
"9261","chr5",124242407,124242559,153,"*",2.6,3.3,1.17,2.13,0.00772,0.0129
"9262","chr12",106670902,106671086,185,"*",2.61,3.33,1.09,2.24,0.00772,0.0129
"9263","chr9",137561859,137562280,422,"*",4.16,4.71,3.26,1.46,0.00774,0.0129
"9264","chr6",82970120,82970274,155,"*",2.46,3.23,0.7,2.53,0.00775,0.0129
"9265","chr1",1173491,1173645,155,"*",2.43,3.15,0.96,2.18,0.00777,0.013
"9266","chr6",93686214,93686376,163,"*",1.98,2.79,-0.04,2.83,0.00778,0.013
"9267","chr14",59721194,59721404,211,"*",3.7,4.2,2.93,1.27,0.00778,0.013
"9268","chr1",241550568,241550755,188,"*",2.41,3.16,0.8,2.35,0.00778,0.013
"9269","chr5",55772321,55772604,284,"*",3.27,3.86,2.24,1.62,0.0078,0.013
"9270","chr12",64255991,64256406,416,"*",4.97,5.42,4.32,1.1,0.00781,0.013
"9271","chr4",186572410,186572676,267,"*",2.89,3.59,1.47,2.12,0.00785,0.0131
"9272","chr11",65320856,65321018,163,"*",2.84,3.47,1.7,1.77,0.00785,0.0131
"9273","chr6",56154894,56155092,199,"*",3.03,3.63,1.96,1.68,0.00786,0.0131
"9274","chr7",107147135,107147325,191,"*",2.89,3.55,1.68,1.87,0.00786,0.0131
"9275","chr8",107637026,107637169,144,"*",2.57,3.3,1.01,2.29,0.00786,0.0131
"9276","chr2",155535307,155535690,384,"*",5.23,5.69,4.53,1.17,0.00788,0.0131
"9277","chr1",38887407,38887573,167,"*",1.86,2.72,-0.49,3.2,0.00789,0.0131
"9278","chr1",234820086,234820269,184,"*",2.78,3.49,1.34,2.15,0.0079,0.0131
"9279","chr5",68628572,68628849,278,"*",4.04,4.52,3.31,1.21,0.0079,0.0132
"9280","chr1",29432479,29432722,244,"*",3.33,3.89,2.4,1.49,0.00791,0.0132
"9281","chr3",39192843,39192998,156,"*",2.35,3.1,0.69,2.41,0.00791,0.0132
"9282","chr7",68278819,68279139,321,"*",4.55,4.97,3.93,1.04,0.00792,0.0132
"9283","chr7",661696,661840,145,"*",3.56,4.08,2.74,1.34,0.00793,0.0132
"9284","chr4",7818622,7818790,169,"*",2.75,3.39,1.58,1.81,0.00794,0.0132
"9285","chr11",22696179,22696490,312,"*",3.27,3.85,2.27,1.58,0.00794,0.0132
"9286","chr3",123396979,123397362,384,"*",4.14,4.62,3.41,1.21,0.00794,0.0132
"9287","chr7",157114132,157114255,124,"*",1.9,2.7,-0.04,2.74,0.00797,0.0133
"9288","chr9",85025833,85026041,209,"*",2.96,3.67,1.52,2.15,0.00797,0.0133
"9289","chr18",2302995,2303175,181,"*",2.88,3.54,1.65,1.88,0.008,0.0133
"9290","chr1",155149642,155149985,344,"*",3.86,4.36,3.07,1.29,0.00802,0.0133
"9291","chr11",34354044,34354232,189,"*",3.23,3.82,2.23,1.58,0.00804,0.0134
"9292","chr7",73548142,73548402,261,"*",4.65,5.08,4.04,1.04,0.00804,0.0134
"9293","chr9",91556662,91556872,211,"*",3.08,3.71,1.95,1.75,0.00808,0.0134
"9294","chr19",3931179,3931328,150,"*",2.44,3.19,0.81,2.37,0.00809,0.0134
"9295","chr6",82649338,82649487,150,"*",2.45,3.16,1,2.17,0.00809,0.0135
"9296","chr2",227243555,227243896,342,"*",3.41,4.05,2.26,1.79,0.00811,0.0135
"9297","chr11",64472445,64472604,160,"*",2.66,3.33,1.38,1.95,0.00811,0.0135
"9298","chr18",47883029,47883183,155,"*",2.23,2.99,0.57,2.42,0.00811,0.0135
"9299","chr17",25718594,25718902,309,"*",3.02,1.92,3.63,-1.71,0.00812,0.0135
"9300","chr15",97237724,97237929,206,"*",2.63,3.31,1.3,2.01,0.00814,0.0135
"9301","chr4",113034222,113034436,215,"*",3,3.64,1.84,1.8,0.00814,0.0135
"9302","chr10",21624103,21624296,194,"*",2.98,3.63,1.79,1.84,0.00815,0.0135
"9303","chr2",164028582,164028846,265,"*",2.85,3.54,1.47,2.07,0.00815,0.0135
"9304","chr11",110208544,110208710,167,"*",2.72,3.37,1.52,1.85,0.00816,0.0136
"9305","chr7",47365062,47365218,157,"*",2.68,3.35,1.39,1.96,0.00816,0.0136
"9306","chr5",157172087,157172242,156,"*",2.99,3.66,1.71,1.95,0.00817,0.0136
"9307","chr17",60878074,60878221,148,"*",3.54,4.07,2.69,1.38,0.00818,0.0136
"9308","chr17",38855694,38855821,128,"*",2.39,3.1,0.96,2.13,0.00818,0.0136
"9309","chr17",64954451,64954609,159,"*",3.54,4.06,2.72,1.34,0.00818,0.0136
"9310","chr13",43585228,43585467,240,"*",3.1,3.75,1.86,1.89,0.0082,0.0136
"9311","chr2",57037345,57037570,226,"*",2.58,3.3,1.06,2.24,0.00821,0.0136
"9312","chr15",81596163,81596375,213,"*",3.07,3.7,1.92,1.78,0.00822,0.0136
"9313","chr9",126132823,126132999,177,"*",2.81,3.49,1.49,1.99,0.00823,0.0137
"9314","chr2",222662209,222662412,204,"*",2.76,3.49,1.19,2.31,0.00823,0.0137
"9315","chr4",176461383,176461605,223,"*",2.67,3.4,1.1,2.3,0.00824,0.0137
"9316","chr14",38110325,38110684,360,"*",3.84,4.47,2.69,1.78,0.00825,0.0137
"9317","chr21",16328465,16328634,170,"*",2.94,3.55,1.88,1.67,0.00826,0.0137
"9318","chr2",237685772,237685939,168,"*",3.04,3.66,1.93,1.72,0.00826,0.0137
"9319","chrX",37054832,37055142,311,"*",3.53,4.09,2.58,1.51,0.00831,0.0138
"9320","chr19",33160806,33161192,387,"*",4.55,4.98,3.92,1.06,0.00831,0.0138
"9321","chr1",201350714,201350835,122,"*",3.32,3.93,2.24,1.69,0.00834,0.0138
"9322","chr14",75667104,75667375,272,"*",3.51,4.04,2.66,1.38,0.00834,0.0138
"9323","chr21",41707727,41707903,177,"*",3.14,3.72,2.14,1.58,0.00835,0.0138
"9324","chr15",91080347,91080699,353,"*",3.97,4.47,3.19,1.28,0.00837,0.0139
"9325","chr1",204386264,204386484,221,"*",3.73,4.24,2.91,1.33,0.00837,0.0139
"9326","chr3",81810859,81811019,161,"*",3.22,3.84,2.12,1.72,0.00838,0.0139
"9327","chr5",168027456,168027713,258,"*",3.64,4.16,2.82,1.34,0.00838,0.0139
"9328","chr3",122162611,122162940,330,"*",3.57,4.1,2.72,1.37,0.00838,0.0139
"9329","chr1",15611501,15611859,359,"*",4.46,4.94,3.73,1.22,0.00839,0.0139
