"","seqnames","start","end","width","strand","Conc","Conc_Fulvestrant","Conc_none","Fold","p.value","FDR"
"4771","chr1",15352088,15352384,297,"*",2.36,0.93,3.07,-2.14,7.97e-05,0.00011
"4772","chr17",45751034,45751282,249,"*",2.1,0.4,2.86,-2.46,7.99e-05,0.00011
"4773","chr1",202169437,202169662,226,"*",2.92,1.75,3.55,-1.8,8.03e-05,0.000111
"4774","chr19",17451723,17451958,236,"*",2.01,0.3,2.77,-2.47,8.05e-05,0.000111
"4775","chr16",1346950,1347311,362,"*",4.43,3.81,4.86,-1.05,8.07e-05,0.000112
"4776","chr7",22429270,22429541,272,"*",2.21,0.77,2.92,-2.15,8.09e-05,0.000112
"4777","chr7",88375409,88375762,354,"*",3.02,1.87,3.65,-1.78,8.09e-05,0.000112
"4778","chr10",103653558,103653864,307,"*",2.78,1.58,3.43,-1.85,8.12e-05,0.000112
"4779","chr5",103764403,103764986,584,"*",3.51,2.76,4,-1.24,8.12e-05,0.000112
"4780","chr1",226636085,226636293,209,"*",1.67,-0.54,2.5,-3.04,8.28e-05,0.000114
"4781","chr15",56175576,56175827,252,"*",2.31,0.85,3.02,-2.16,8.31e-05,0.000115
"4782","chr12",8072482,8072818,337,"*",1.98,0.08,2.77,-2.69,8.32e-05,0.000115
"4783","chr10",62939521,62939824,304,"*",2.67,1.44,3.32,-1.89,8.33e-05,0.000115
"4784","chr13",50135148,50135397,250,"*",2.56,1.11,3.26,-2.15,8.39e-05,0.000116
"4785","chr1",229301228,229301453,226,"*",2.18,0.44,2.95,-2.51,8.39e-05,0.000116
"4786","chr6",139977306,139977507,202,"*",2.24,0.72,2.96,-2.24,8.44e-05,0.000116
"4787","chr8",26000761,26001051,291,"*",2.28,0.65,3.02,-2.38,8.47e-05,0.000117
"4788","chr1",203569303,203569553,251,"*",2.25,0.61,3,-2.39,8.47e-05,0.000117
"4789","chr15",61463421,61463681,261,"*",2.26,0.67,3,-2.33,8.48e-05,0.000117
"4790","chr11",116703070,116703339,270,"*",2.7,1.31,3.4,-2.09,8.51e-05,0.000117
"4791","chr3",106399646,106399880,235,"*",2.33,0.89,3.03,-2.14,8.54e-05,0.000118
"4792","chrX",9973110,9973451,342,"*",2.84,1.67,3.48,-1.81,8.58e-05,0.000118
"4793","chrX",106969086,106969432,347,"*",3.41,2.53,3.96,-1.43,8.63e-05,0.000119
"4794","chr1",155090187,155090483,297,"*",3,1.88,3.62,-1.74,8.66e-05,0.000119
"4795","chr20",45640616,45641063,448,"*",3.17,2.15,3.76,-1.62,8.67e-05,0.000119
"4796","chr17",39176623,39176923,301,"*",2.62,1.31,3.3,-1.99,8.7e-05,0.00012
"4797","chrX",149100769,149101185,417,"*",2.07,0.25,2.85,-2.6,8.72e-05,0.00012
"4798","chr21",37774430,37774702,273,"*",2.73,1.53,3.38,-1.84,8.75e-05,0.00012
"4799","chr2",232087635,232087976,342,"*",2.57,1.19,3.26,-2.07,8.76e-05,0.00012
"4800","chr10",105708353,105708623,271,"*",2.39,1.11,3.06,-1.96,8.77e-05,0.000121
"4801","chr14",65721945,65722290,346,"*",2.67,1.35,3.34,-1.99,8.79e-05,0.000121
"4802","chr8",75547770,75548062,293,"*",2.74,1.61,3.37,-1.76,8.79e-05,0.000121
"4803","chr2",33289586,33289918,333,"*",2.67,1.37,3.35,-1.98,8.84e-05,0.000121
"4804","chr1",1690333,1690757,425,"*",2.62,1.18,3.33,-2.15,8.85e-05,0.000122
"4805","chr3",12447351,12447658,308,"*",2.67,1.34,3.36,-2.02,8.88e-05,0.000122
"4806","chr6",44629466,44629674,209,"*",2.39,0.92,3.11,-2.19,9.09e-05,0.000125
"4807","chr22",19794098,19794384,287,"*",2.44,0.88,3.17,-2.28,9.1e-05,0.000125
"4808","chr2",143737862,143738061,200,"*",2.14,0.31,2.92,-2.6,9.14e-05,0.000125
"4809","chr21",40951688,40951919,232,"*",2.49,1.1,3.19,-2.09,9.19e-05,0.000126
"4810","chr21",37607476,37607808,333,"*",3.79,3.03,4.28,-1.25,9.23e-05,0.000127
"4811","chr21",41109670,41109943,274,"*",2.89,1.87,3.48,-1.62,9.26e-05,0.000127
"4812","chr8",140770718,140771052,335,"*",2.83,1.56,3.49,-1.92,9.26e-05,0.000127
"4813","chr13",40377440,40377735,296,"*",3.37,2.54,3.9,-1.35,9.41e-05,0.000129
"4814","chr12",58583737,58584115,379,"*",2.85,1.55,3.52,-1.97,9.43e-05,0.000129
"4815","chr21",35894637,35894928,292,"*",2.76,1.58,3.4,-1.82,9.54e-05,0.000131
"4816","chr13",33953574,33953905,332,"*",2.42,1.02,3.12,-2.1,9.57e-05,0.000131
"4817","chr19",7486797,7487117,321,"*",3.37,2.38,3.95,-1.57,9.67e-05,0.000132
"4818","chr6",144281078,144281345,268,"*",2.74,1.41,3.42,-2.01,9.69e-05,0.000133
"4819","chr3",152687662,152687949,288,"*",2.96,1.91,3.57,-1.66,9.7e-05,0.000133
"4820","chr15",96531756,96532046,291,"*",2.72,1.41,3.39,-1.98,9.72e-05,0.000133
"4821","chr20",52277615,52278048,434,"*",4.8,3.14,5.55,-2.41,9.81e-05,0.000134
"4822","chr8",79442649,79443073,425,"*",4.87,4.28,5.28,-1,9.83e-05,0.000134
"4823","chr20",55204979,55205289,311,"*",2.83,1.65,3.47,-1.81,9.88e-05,0.000135
"4824","chr17",77916324,77916621,298,"*",2.44,1,3.15,-2.15,9.9e-05,0.000135
"4825","chr22",39757128,39757436,309,"*",2.77,1.56,3.41,-1.85,9.9e-05,0.000135
"4826","chr12",3842227,3842497,271,"*",2.73,1.52,3.38,-1.86,9.9e-05,0.000135
"4827","chr8",116705887,116706126,240,"*",2.2,0.54,2.95,-2.42,9.93e-05,0.000136
"4828","chr5",67845202,67845412,211,"*",2.47,0.95,3.2,-2.24,9.93e-05,0.000136
"4829","chr3",57789060,57789300,241,"*",2.31,0.88,3.01,-2.13,9.98e-05,0.000136
"4830","chr13",27412100,27412406,307,"*",2.96,2,3.53,-1.53,1e-04,0.000137
"4831","chr17",48939139,48939433,295,"*",2.78,1.67,3.4,-1.73,1e-04,0.000137
"4832","chr10",111770159,111770475,317,"*",2.52,1.3,3.17,-1.88,0.000101,0.000137
"4833","chr6",52783165,52783508,344,"*",2.76,1.55,3.4,-1.85,0.000101,0.000138
"4834","chr6",19026449,19026757,309,"*",3.78,3.03,4.28,-1.25,0.000102,0.000139
"4835","chr19",4536778,4537083,306,"*",2.73,1.5,3.39,-1.89,0.000103,0.00014
"4836","chr2",197157109,197157406,298,"*",3.05,1.97,3.66,-1.69,0.000103,0.000141
"4837","chr10",34716302,34716647,346,"*",3.13,2.06,3.73,-1.67,0.000104,0.000141
"4838","chr6",33685023,33685411,389,"*",3.56,2.74,4.08,-1.34,0.000104,0.000141
"4839","chr18",21795477,21796108,632,"*",4.14,3.48,4.6,-1.11,0.000104,0.000142
"4840","chr3",13153665,13153949,285,"*",3.38,2.46,3.94,-1.48,0.000104,0.000142
"4841","chr22",46861768,46862007,240,"*",2.27,0.63,3.02,-2.39,0.000104,0.000142
"4842","chrX",20489633,20489907,275,"*",1.81,-0.36,2.64,-3,0.000105,0.000142
"4843","chr20",24015573,24015862,290,"*",2.66,1.2,3.37,-2.17,0.000105,0.000143
"4844","chr10",94652177,94652455,279,"*",2.71,1.35,3.4,-2.05,0.000105,0.000143
"4845","chr10",93316482,93316907,426,"*",3.41,2.44,3.98,-1.54,0.000105,0.000143
"4846","chr2",149351799,149352084,286,"*",2.76,1.57,3.41,-1.84,0.000105,0.000143
"4847","chr5",76721861,76722442,582,"*",3.13,2.16,3.71,-1.55,0.000106,0.000144
"4848","chr3",123396993,123397283,291,"*",2.63,1.36,3.29,-1.93,0.000106,0.000144
"4849","chr22",50465993,50466363,371,"*",2.69,1.3,3.38,-2.09,0.000106,0.000144
"4850","chr1",184387740,184387968,229,"*",2.28,0.51,3.05,-2.54,0.000106,0.000144
"4851","chr11",115421120,115421385,266,"*",1.8,-0.54,2.65,-3.19,0.000106,0.000145
"4852","chr5",60551082,60551353,272,"*",2.79,1.73,3.39,-1.66,0.000107,0.000145
"4853","chr1",114576676,114576990,315,"*",4.44,3.79,4.89,-1.1,0.000108,0.000146
"4854","chr5",136048345,136048792,448,"*",3.42,2.56,3.95,-1.39,0.000108,0.000147
"4855","chr14",90978642,90979101,460,"*",3.97,3.17,4.49,-1.32,0.000108,0.000147
"4856","chr4",102842516,102842908,393,"*",3.73,2.88,4.26,-1.38,0.000109,0.000148
"4857","chr14",74207656,74207954,299,"*",2.42,1.03,3.11,-2.08,0.000109,0.000148
"4858","chr16",27375232,27375559,328,"*",3.57,2.68,4.12,-1.44,0.000109,0.000148
"4859","chr16",84509251,84509550,300,"*",3.03,1.88,3.66,-1.78,0.00011,0.000149
"4860","chr4",71388291,71388548,258,"*",2.2,0.55,2.94,-2.4,0.00011,0.000149
"4861","chr5",175779263,175779571,309,"*",3.07,2.04,3.67,-1.63,0.000113,0.000154
"4862","chr1",1014800,1015111,312,"*",3.01,1.93,3.63,-1.7,0.000113,0.000154
"4863","chr13",82448524,82448760,237,"*",2.02,0.29,2.78,-2.49,0.000113,0.000154
"4864","chr5",142974557,142975164,608,"*",3.97,3.32,4.42,-1.09,0.000114,0.000154
"4865","chr2",100938758,100938996,239,"*",1.9,-0.03,2.7,-2.72,0.000114,0.000155
"4866","chr2",154069697,154070123,427,"*",3.5,2.67,4.02,-1.34,0.000114,0.000155
"4867","chr1",85100304,85100784,481,"*",2.96,1.88,3.56,-1.69,0.000116,0.000157
"4868","chr8",89427715,89428009,295,"*",3.24,2.29,3.81,-1.52,0.000117,0.000158
"4869","chr7",34104300,34104539,240,"*",2.31,0.93,3,-2.07,0.000117,0.000159
"4870","chr8",89123155,89123436,282,"*",3.48,2.7,3.98,-1.29,0.000117,0.000159
"4871","chr7",12841733,12842044,312,"*",2.84,1.66,3.48,-1.82,0.000118,0.00016
"4872","chr12",131895129,131895407,279,"*",2.11,0.5,2.85,-2.35,0.000118,0.00016
"4873","chr2",218816214,218816503,290,"*",2.85,1.8,3.45,-1.65,0.00012,0.000162
"4874","chr1",111779499,111779792,294,"*",2.67,1.34,3.34,-2,0.00012,0.000163
"4875","chr10",123806179,123806393,215,"*",2.22,0.69,2.95,-2.26,0.000121,0.000163
"4876","chr10",99334467,99334682,216,"*",2.22,0.72,2.94,-2.22,0.000122,0.000165
"4877","chr4",101551592,101551885,294,"*",2.15,0.46,2.9,-2.44,0.000122,0.000166
"4878","chr2",137084782,137085026,245,"*",2.16,0.59,2.9,-2.31,0.000123,0.000166
"4879","chr2",157239624,157240043,420,"*",3.18,2.11,3.79,-1.67,0.000124,0.000167
"4880","chr2",85969668,85969998,331,"*",3.02,1.82,3.66,-1.84,0.000124,0.000167
"4881","chr2",25301859,25302194,336,"*",3.74,3.06,4.2,-1.15,0.000125,0.000168
"4882","chr19",47599350,47599883,534,"*",4.03,3.39,4.47,-1.08,0.000125,0.000169
"4883","chr7",8036170,8036526,357,"*",3.55,2.85,4.02,-1.17,0.000125,0.000169
"4884","chr10",82254863,82255193,331,"*",3.37,2.53,3.9,-1.37,0.000125,0.000169
"4885","chr8",134305688,134305946,259,"*",2.29,0.8,3,-2.2,0.000125,0.000169
"4886","chr9",140092506,140092752,247,"*",2.7,1.6,3.31,-1.71,0.000126,0.00017
"4887","chr19",18140630,18140942,313,"*",3.9,3.18,4.38,-1.2,0.000126,0.00017
"4888","chr3",113255590,113256053,464,"*",2.94,1.62,3.61,-1.99,0.000126,0.00017
"4889","chr11",27437818,27438060,243,"*",2.02,0.21,2.79,-2.58,0.000126,0.00017
"4890","chr22",19542449,19542719,271,"*",2.64,1.39,3.3,-1.91,0.000126,0.00017
"4891","chr17",26200699,26201099,401,"*",3.77,3.02,4.27,-1.25,0.000127,0.000171
"4892","chr16",64512423,64512702,280,"*",2.44,1.1,3.12,-2.02,0.000127,0.000171
"4893","chr16",30868072,30868498,427,"*",4.1,3.37,4.58,-1.21,0.000127,0.000171
"4894","chr3",96951447,96951785,339,"*",3.19,2.22,3.76,-1.54,0.000128,0.000172
"4895","chr9",85554467,85554701,235,"*",2.72,1.65,3.32,-1.67,0.000128,0.000173
"4896","chr5",52772831,52773151,321,"*",2.42,1.08,3.1,-2.02,0.000128,0.000173
"4897","chr14",34837412,34837660,249,"*",2.12,0.44,2.87,-2.43,0.000129,0.000174
"4898","chr8",128832138,128832618,481,"*",3.63,2.81,4.15,-1.34,0.000129,0.000174
"4899","chr2",241389796,241390002,207,"*",2.04,0.21,2.82,-2.61,0.000129,0.000174
"4900","chr9",179218,179491,274,"*",1.77,-0.18,2.57,-2.76,0.00013,0.000175
"4901","chr17",27073605,27073929,325,"*",3.06,1.93,3.69,-1.75,0.00013,0.000175
"4902","chr2",142323184,142323545,362,"*",2.91,1.81,3.53,-1.72,0.00013,0.000175
"4903","chr3",101832267,101832578,312,"*",2.86,1.77,3.47,-1.7,0.00013,0.000175
"4904","chr2",161489035,161489356,322,"*",2.92,1.72,3.57,-1.85,0.000132,0.000177
"4905","chr8",91925825,91926117,293,"*",2.75,1.49,3.41,-1.92,0.000132,0.000177
"4906","chr6",168791434,168791677,244,"*",2.44,1.17,3.11,-1.94,0.000133,0.000179
"4907","chr10",11729374,11729595,222,"*",2.27,0.63,3.02,-2.39,0.000133,0.000179
"4908","chr3",25896001,25896387,387,"*",3.41,2.46,3.98,-1.51,0.000134,0.00018
"4909","chr12",113364292,113364599,308,"*",3.37,2.56,3.89,-1.33,0.000135,0.000181
"4910","chr8",30580467,30580909,443,"*",3.17,2.25,3.72,-1.47,0.000136,0.000183
"4911","chr12",105750337,105750573,237,"*",2.62,1.22,3.32,-2.1,0.000136,0.000183
"4912","chr8",116951288,116951670,383,"*",3.12,2.03,3.74,-1.71,0.000137,0.000184
"4913","chr14",61329072,61329385,314,"*",3.27,2.35,3.82,-1.47,0.000137,0.000185
"4914","chr15",75307521,75307812,292,"*",2.83,1.58,3.49,-1.91,0.000138,0.000185
"4915","chr20",50332432,50332830,399,"*",4.86,4.36,5.24,-0.88,0.000138,0.000185
"4916","chr19",11249358,11249575,218,"*",1.86,-0.18,2.67,-2.86,0.000138,0.000185
"4917","chr20",43969078,43969340,263,"*",2.42,1.13,3.09,-1.95,0.000138,0.000185
"4918","chr16",74642853,74643103,251,"*",2.66,1.36,3.33,-1.97,0.000138,0.000185
"4919","chr6",44026275,44026632,358,"*",2.6,1.36,3.25,-1.89,0.000138,0.000185
"4920","chr7",106005838,106006068,231,"*",2.69,1.42,3.35,-1.94,0.00014,0.000187
"4921","chr7",99620410,99620648,239,"*",2.72,1.43,3.39,-1.96,0.00014,0.000188
"4922","chr12",125215118,125215531,414,"*",3.79,3.13,4.24,-1.12,0.00014,0.000188
"4923","chr9",92282744,92283054,311,"*",3.69,2.92,4.19,-1.26,0.00014,0.000188
"4924","chr1",110268079,110268517,439,"*",4.42,3.85,4.83,-0.98,0.000141,0.000188
"4925","chr7",139717436,139717688,253,"*",2.4,1.05,3.08,-2.04,0.000142,0.00019
"4926","chr8",143439882,143440121,240,"*",2.44,1.17,3.1,-1.93,0.000143,0.000191
"4927","chr2",103157394,103157675,282,"*",2.77,1.65,3.39,-1.75,0.000144,0.000192
"4928","chr12",58311960,58312198,239,"*",2.51,1.32,3.15,-1.83,0.000144,0.000193
"4929","chr17",47657584,47657917,334,"*",2.13,0.49,2.88,-2.39,0.000144,0.000193
"4930","chr12",33176785,33177032,248,"*",2.24,0.77,2.95,-2.19,0.000144,0.000193
"4931","chr2",227024505,227024867,363,"*",2.69,1.54,3.32,-1.78,0.000144,0.000193
"4932","chr6",12331679,12331960,282,"*",2.81,1.75,3.42,-1.67,0.000147,0.000197
"4933","chr15",96100169,96100396,228,"*",2.7,1.38,3.38,-2,0.000148,0.000198
"4934","chr2",39742611,39742856,246,"*",2.07,0.49,2.81,-2.32,0.000148,0.000198
"4935","chr8",102620048,102620411,364,"*",3.11,2.19,3.67,-1.48,0.000148,0.000198
"4936","chr10",136088,136441,354,"*",3.78,3.04,4.26,-1.22,0.000149,2e-04
"4937","chr18",24155436,24155640,205,"*",2.22,0.69,2.95,-2.27,0.00015,0.000201
"4938","chr2",113835828,113836177,350,"*",3.49,2.7,4,-1.3,0.000151,0.000202
"4939","chr7",12634915,12635137,223,"*",2.11,0.49,2.86,-2.36,0.000152,0.000203
"4940","chr15",96326539,96326807,269,"*",2.31,0.9,3.01,-2.11,0.000152,0.000203
"4941","chr3",107569597,107569924,328,"*",3.08,2.09,3.66,-1.56,0.000152,0.000203
"4942","chr16",88827173,88827421,249,"*",2.4,1.14,3.07,-1.92,0.000153,0.000204
"4943","chr17",46035100,46035324,225,"*",2.58,1.32,3.24,-1.93,0.000153,0.000204
"4944","chr14",71938490,71938720,231,"*",2.04,0.35,2.8,-2.45,0.000153,0.000204
"4945","chr9",129436073,129436317,245,"*",2.43,1.13,3.11,-1.98,0.000154,0.000206
"4946","chr17",60781847,60782123,277,"*",2.77,1.65,3.4,-1.75,0.000155,0.000207
"4947","chr18",48137888,48138111,224,"*",2.22,0.64,2.96,-2.32,0.000157,0.000209
"4948","chr19",14616723,14617012,290,"*",2.62,1.38,3.28,-1.9,0.000157,0.000209
"4949","chr1",6543217,6543456,240,"*",1.87,-0.2,2.69,-2.88,0.000157,0.00021
"4950","chr3",3678535,3678841,307,"*",3.48,2.55,4.04,-1.49,0.000158,0.00021
"4951","chr8",95052961,95053267,307,"*",3.2,2.34,3.74,-1.4,0.000159,0.000211
"4952","chr8",94678500,94678800,301,"*",2.95,1.8,3.58,-1.77,0.00016,0.000213
"4953","chr5",76464683,76464955,273,"*",2.51,1.12,3.2,-2.08,0.000161,0.000214
"4954","chr9",38495398,38495665,268,"*",1.59,-0.54,2.42,-2.96,0.000162,0.000215
"4955","chr9",140509741,140509949,209,"*",2.15,0.59,2.88,-2.28,0.000162,0.000215
"4956","chr19",52054288,52054659,372,"*",2.83,1.68,3.47,-1.79,0.000163,0.000217
"4957","chr12",64260933,64261246,314,"*",3.12,2.14,3.7,-1.56,0.000163,0.000217
"4958","chr21",21994642,21994960,319,"*",2.21,0.55,2.96,-2.42,0.000163,0.000217
"4959","chr5",103981503,103981789,287,"*",2.18,0.73,2.88,-2.15,0.000164,0.000217
"4960","chr1",244466289,244466631,343,"*",3.67,2.84,4.19,-1.35,0.000165,0.000219
"4961","chr2",75776782,75777036,255,"*",2.85,1.74,3.47,-1.73,0.000166,0.000221
"4962","chr1",166809984,166810264,281,"*",3.22,2.4,3.74,-1.34,0.000168,0.000224
"4963","chr12",104613302,104613580,279,"*",2.69,1.55,3.32,-1.77,0.000169,0.000225
"4964","chr6",23952569,23952814,246,"*",2.48,1.24,3.14,-1.89,0.000169,0.000225
"4965","chr16",88520304,88520583,280,"*",2.18,0.44,2.94,-2.5,0.00017,0.000226
"4966","chr3",158370331,158370593,263,"*",3.01,2.12,3.55,-1.43,0.000171,0.000227
"4967","chr6",111389398,111389647,250,"*",2.51,1.35,3.15,-1.8,0.000172,0.000228
"4968","chr1",183688502,183688775,274,"*",2.26,0.62,3.01,-2.39,0.000174,0.000231
"4969","chr5",173574056,173574357,302,"*",2.25,0.78,2.96,-2.18,0.000175,0.000232
"4970","chr13",24723027,24723324,298,"*",3.56,2.79,4.06,-1.26,0.000176,0.000233
"4971","chr7",34787914,34788249,336,"*",3.04,1.92,3.66,-1.74,0.000176,0.000234
"4972","chr7",16961603,16961833,231,"*",2.28,0.73,3.01,-2.28,0.000177,0.000234
"4973","chr1",71184087,71184361,275,"*",2.25,0.51,3.02,-2.5,0.000177,0.000235
"4974","chr7",27299880,27300195,316,"*",3.5,2.62,4.05,-1.43,0.000178,0.000236
"4975","chr2",232571011,232571317,307,"*",2.64,1.34,3.31,-1.97,0.000179,0.000237
"4976","chr11",86501348,86501697,350,"*",3.25,2.34,3.81,-1.47,0.00018,0.000238
"4977","chr7",34275698,34276060,363,"*",3.96,3.28,4.42,-1.14,0.000181,0.000239
"4978","chr22",29204813,29205132,320,"*",2.96,1.88,3.58,-1.7,0.000181,0.00024
"4979","chr6",145469533,145469787,255,"*",3.1,2.13,3.67,-1.54,0.000182,0.000241
"4980","chr20",55819975,55820241,267,"*",4.56,3.88,5.03,-1.15,0.000184,0.000244
"4981","chr4",93404579,93404891,313,"*",3.08,2.14,3.64,-1.5,0.000185,0.000245
"4982","chr12",52674256,52674566,311,"*",2.78,1.58,3.43,-1.85,0.000187,0.000247
"4983","chr2",35915,36158,244,"*",2.22,0.63,2.95,-2.32,0.000187,0.000247
"4984","chr12",112808996,112809288,293,"*",2.98,1.91,3.59,-1.67,0.000187,0.000247
"4985","chr17",2615172,2615424,253,"*",2.34,0.92,3.04,-2.13,0.000187,0.000248
"4986","chr5",52218347,52218618,272,"*",2.59,1.36,3.25,-1.89,0.000188,0.000249
"4987","chr15",50276761,50277018,258,"*",2.96,2,3.54,-1.54,0.000189,0.00025
"4988","chr7",124206662,124206979,318,"*",3.26,2.15,3.87,-1.72,0.000191,0.000252
"4989","chr1",201977354,201977609,256,"*",2.39,0.99,3.08,-2.09,0.000191,0.000252
"4990","chr9",73034391,73034756,366,"*",3.41,2.42,3.99,-1.57,0.000191,0.000252
"4991","chr15",96455538,96455893,356,"*",3.47,2.6,4,-1.41,0.000191,0.000252
"4992","chr3",119692193,119692532,340,"*",3.54,2.72,4.05,-1.33,0.000191,0.000253
"4993","chr10",126354225,126354471,247,"*",2.18,0.56,2.92,-2.36,0.000192,0.000253
"4994","chr3",124505755,124506028,274,"*",2.74,1.69,3.34,-1.66,0.000194,0.000256
"4995","chr2",234197479,234197780,302,"*",2.32,0.84,3.04,-2.2,0.000196,0.000259
"4996","chr14",75412400,75412713,314,"*",3.72,3,4.2,-1.19,0.000197,0.00026
"4997","chr3",14712441,14712656,216,"*",2.11,0.61,2.84,-2.23,0.000199,0.000262
"4998","chr1",179368638,179368926,289,"*",2.99,2.06,3.55,-1.49,2e-04,0.000264
"4999","chr1",40446246,40446595,350,"*",2.89,1.84,3.49,-1.65,2e-04,0.000264
"5000","chr11",94566105,94566363,259,"*",2.2,0.63,2.93,-2.3,0.000201,0.000265
"5001","chr13",99137136,99137422,287,"*",2.44,1.23,3.09,-1.86,0.000201,0.000265
"5002","chr6",152529312,152529651,340,"*",2.64,1.38,3.3,-1.92,0.000202,0.000267
"5003","chr14",100021400,100021687,288,"*",2.32,0.97,3,-2.03,0.000203,0.000267
"5004","chr2",35877140,35877412,273,"*",2.59,1.41,3.23,-1.82,0.000203,0.000268
"5005","chr8",88023376,88023668,293,"*",2.99,1.98,3.58,-1.59,0.000207,0.000272
"5006","chr13",33694092,33694602,511,"*",4.08,3.47,4.5,-1.03,0.000208,0.000274
"5007","chr6",43766597,43766890,294,"*",2.25,0.71,2.98,-2.27,0.00021,0.000276
"5008","chr2",201520631,201520830,200,"*",1.8,-0.18,2.61,-2.79,0.00021,0.000277
"5009","chr7",18248602,18248911,310,"*",2.79,1.67,3.41,-1.75,0.000211,0.000278
"5010","chr4",153466316,153466554,239,"*",2.32,0.79,3.05,-2.26,0.000212,0.000279
"5011","chr6",135572640,135572881,242,"*",2.59,1.42,3.23,-1.82,0.000213,0.00028
"5012","chr15",93289156,93289513,358,"*",4.32,3.75,4.73,-0.98,0.000213,0.00028
"5013","chr5",67042127,67042329,203,"*",1.77,-0.17,2.57,-2.74,0.000213,0.00028
"5014","chr19",34032741,34033124,384,"*",3,2.09,3.56,-1.47,0.000214,0.000281
"5015","chr1",110880944,110881238,295,"*",2.31,0.6,3.07,-2.47,0.000214,0.000281
"5016","chr11",34655213,34655506,294,"*",2.65,1.44,3.3,-1.86,0.000214,0.000281
"5017","chrX",152911748,152911958,211,"*",1.9,0.11,2.67,-2.56,0.000215,0.000282
"5018","chr9",85656669,85657053,385,"*",4.43,3.82,4.86,-1.04,0.000215,0.000283
"5019","chr2",127984250,127984520,271,"*",2.91,1.94,3.49,-1.56,0.000215,0.000283
"5020","chr7",139364423,139364837,415,"*",3.21,2.27,3.78,-1.51,0.000215,0.000283
"5021","chr3",65703705,65703945,241,"*",2.08,0.44,2.83,-2.39,0.000218,0.000286
"5022","chr1",23912160,23912424,265,"*",1.95,0.12,2.73,-2.6,0.000218,0.000287
"5023","chr8",131531001,131531326,326,"*",2.82,1.67,3.46,-1.79,0.000219,0.000288
"5024","chr3",79652342,79652671,330,"*",2.45,0.99,3.15,-2.16,0.000221,0.00029
"5025","chr10",71218596,71218873,278,"*",2.59,1.31,3.26,-1.95,0.000221,0.00029
"5026","chr3",148452166,148452398,233,"*",2.36,0.92,3.06,-2.14,0.000221,0.00029
"5027","chr18",74369363,74369597,235,"*",2.2,0.91,2.87,-1.97,0.000222,0.000291
"5028","chr11",61753498,61753782,285,"*",2.45,1.01,3.15,-2.14,0.000225,0.000295
"5029","chr10",69847030,69847434,405,"*",3.1,2.18,3.65,-1.47,0.000225,0.000295
"5030","chr3",89553123,89553474,352,"*",4.17,3.59,4.59,-1,0.000226,0.000296
"5031","chr16",78106261,78106594,334,"*",2.53,1.13,3.22,-2.09,0.000226,0.000296
"5032","chr1",146585922,146586270,349,"*",2.74,1.61,3.36,-1.75,0.000226,0.000296
"5033","chr22",41128694,41129056,363,"*",4.42,3.84,4.82,-0.98,0.000226,0.000296
"5034","chrX",118228303,118228665,363,"*",4.1,3.49,4.53,-1.04,0.000227,0.000297
"5035","chr16",1464854,1465105,252,"*",2.27,0.88,2.96,-2.08,0.000228,0.000299
"5036","chr21",39495256,39495563,308,"*",2.84,1.83,3.43,-1.59,0.000229,3e-04
"5037","chr2",120824607,120825180,574,"*",3.63,2.91,4.11,-1.2,0.000232,0.000303
"5038","chr15",71363950,71364264,315,"*",2.84,1.86,3.42,-1.56,0.000235,0.000307
"5039","chrX",37054839,37055114,276,"*",2.15,0.52,2.89,-2.37,0.000235,0.000308
"5040","chr15",64814157,64814431,275,"*",2.94,1.94,3.53,-1.59,0.000236,0.000309
"5041","chr2",110402187,110402521,335,"*",3.5,2.75,3.98,-1.23,0.000237,0.00031
"5042","chr16",68362012,68362299,288,"*",3.18,2.29,3.73,-1.43,0.000238,0.000311
"5043","chr7",109923136,109923537,402,"*",3.92,3.29,4.36,-1.07,0.000238,0.000311
"5044","chr6",32135162,32135420,259,"*",2.11,0.59,2.84,-2.25,0.00024,0.000314
"5045","chr9",137594909,137595138,230,"*",2.01,0.34,2.76,-2.42,0.000245,0.00032
"5046","chr9",33415625,33415861,237,"*",2.68,1.51,3.32,-1.8,0.000246,0.000322
"5047","chr12",80100129,80100411,283,"*",2.72,1.58,3.34,-1.76,0.000246,0.000322
"5048","chr12",47343839,47344149,311,"*",3.21,2.3,3.77,-1.46,0.000251,0.000327
"5049","chr10",79047520,79047814,295,"*",3.39,2.54,3.92,-1.37,0.000251,0.000328
"5050","chr5",1316314,1316599,286,"*",2.02,0.42,2.76,-2.34,0.000252,0.000329
"5051","chr14",105240772,105241076,305,"*",2.93,2,3.49,-1.49,0.000253,0.000331
"5052","chr6",36723447,36723721,275,"*",3.11,2.23,3.65,-1.42,0.000254,0.000331
"5053","chr9",20391337,20391664,328,"*",2.47,1.22,3.13,-1.91,0.000254,0.000332
"5054","chr11",44165500,44165896,397,"*",2.97,2.03,3.53,-1.51,0.000255,0.000333
"5055","chr5",128434315,128434556,242,"*",1.96,0.24,2.72,-2.48,0.000255,0.000333
"5056","chr1",217884791,217884993,203,"*",1.92,0.22,2.68,-2.46,0.000255,0.000333
"5057","chr10",6407398,6407708,311,"*",3.15,2.17,3.73,-1.55,0.000256,0.000334
"5058","chr4",41131372,41131730,359,"*",3.16,2.29,3.7,-1.41,0.000259,0.000338
